Fecha,Producto,Cantidad Vendida,Precio
2024-04-18,Esponjas,89,15
2024-04-18,Cloro,103,40
2024-04-18,Detergente,143,75
2024-04-18,Cortauñas,117,25
2024-04-18,Aspirinas,86,35
2024-04-18,Espejos,36,75
2024-04-18,Sombreros,37,85
2024-04-18,Ambientador,95,65
2024-04-18,Toallas Femeninas,208,70
2024-04-18,Jabon,970,100
2024-04-18,Guantes,88,55
2024-04-18,Pasta Dental,381,45
2024-04-18,Tijeras,45,55
2024-04-18,Suavizante,67,65
2024-04-18,Condones,708,170
2024-04-18,Velas,41,30
2024-04-18,Desinfectante,36,45
2024-04-18,Cuadernos,126,45
2024-04-19,Curitas,149,25
2024-04-19,Limpiavidrios,87,55
2024-04-19,Algodon,58,20
2024-04-19,Vitaminas,49,125
2024-04-19,Detergente,272,75
2024-04-19,Trapeador,25,95
2024-04-19,Esponjas,123,15
2024-04-19,Baterias,62,25
2024-04-19,Calcetines,91,35
2024-04-19,Condones,834,170
2024-04-19,Bufandas,32,65
2024-04-19,Toallas Femeninas,392,70
2024-04-19,Cinta Adhesiva,77,20
2024-04-19,Papel Higienico,480,35
2024-04-19,Escoba,24,120
2024-04-19,Velas,61,30
2024-04-19,Aspirinas,156,35
2024-04-19,Pasta Dental,176,45
2024-04-19,Cremas,254,120
2024-04-19,Enjuague Bucal,119,85
2024-04-19,Cargadores,24,85
2024-04-19,Cepillo,192,50
2024-04-20,Lapices,264,15
2024-04-20,Mochilas,16,250
2024-04-20,Cubeta,19,150
2024-04-20,Algodon,38,20
2024-04-21,Cremas,376,120
2024-04-21,Guantes,89,55
2024-04-21,Cubeta,21,150
2024-04-21,Limpiavidrios,68,55
2024-04-21,Mochilas,16,250
2024-04-21,Vitaminas,69,125
2024-04-21,Detergente,210,75
2024-04-21,Guantes de Limpieza,45,35
2024-04-21,Algodon,74,20
2024-04-21,Ambientador,25,65
2024-04-21,Shampoo,732,100
2024-04-21,Toallas de Papel,444,25
2024-04-21,Cloro,32,40
2024-04-21,Tijeras,23,55
2024-04-21,Perfume,10,180
2024-04-22,Maquillaje,31,95
2024-04-22,Bufandas,42,65
2024-04-22,Condones,774,170
2024-04-22,Cargadores,28,85
2024-04-22,Fosforos,111,8
2024-04-23,Shampoo,157,100
2024-04-23,Peines,35,35
2024-04-23,Suavizante,124,65
2024-04-23,Maquillaje,53,95
2024-04-23,Cortauñas,64,25
2024-04-23,Protectores Solares,50,95
2024-04-23,Baterias,119,25
2024-04-23,Cinta Adhesiva,96,20
2024-04-23,Curitas,102,25
2024-04-23,Cables USB,28,45
2024-04-23,Cubeta,23,150
2024-04-23,Servilletas,136,20
2024-04-23,Focos,79,35
2024-04-23,Detergente,178,75
2024-04-23,Repelente de Insectos,32,55
2024-04-23,Condones,584,170
2024-04-23,Papel Higienico,220,35
2024-04-23,Fosforos,53,8
2024-04-23,Vitaminas,57,125
2024-04-23,Paraguas,39,120
2024-04-23,Bufandas,42,65
2024-04-23,Velas,76,30
2024-04-24,Escoba,35,120
2024-04-24,Bufandas,36,65
2024-04-24,Guantes,97,55
2024-04-24,Cloro,56,40
2024-04-24,Sombreros,41,85
2024-04-24,Tijeras,24,55
2024-04-24,Brochas,62,45
2024-04-24,Esponjas,65,15
2024-04-24,Baterias,47,25
2024-04-24,Paraguas,21,120
2024-04-24,Desinfectante,60,45
2024-04-24,Shampoo,168,100
2024-04-24,Velas,45,30
2024-04-24,Guantes de Limpieza,41,35
2024-04-24,Cinta Adhesiva,101,20
2024-04-24,Peines,54,35
2024-04-24,Jabon,437,100
2024-04-24,Detergente,128,75
2024-04-24,Trapeador,43,95
2024-04-24,Papel Higienico,310,35
2024-04-24,Espejos,29,75
2024-04-24,Focos,61,35
2024-04-24,Protectores Solares,34,95
2024-04-24,Ambientador,82,65
2024-04-24,Toallas de Papel,480,25
2024-04-25,Focos,80,35
2024-04-25,Fosforos,95,8
2024-04-25,Esponjas,92,15
2024-04-25,Desodorante,556,100
2024-04-25,Baterias,87,25
2024-04-25,Enjuague Bucal,103,85
2024-04-25,Aspirinas,82,35
2024-04-25,Maquillaje,30,95
2024-04-25,Condones,758,170
2024-04-25,Paraguas,34,120
2024-04-25,Alcohol,64,30
2024-04-25,Servilletas,120,20
2024-04-25,Cables USB,41,45
2024-04-25,Toallas Femeninas,116,70
2024-04-25,Escoba,21,120
2024-04-25,Cortauñas,44,25
2024-04-25,Trapeador,32,95
2024-04-25,Shampoo,714,100
2024-04-25,Cinta Adhesiva,146,20
2024-04-26,Guantes de Limpieza,28,35
2024-04-26,Focos,47,35
2024-04-26,Shampoo,585,100
2024-04-26,Bufandas,73,65
2024-04-26,Vitaminas,46,125
2024-04-26,Cloro,139,40
2024-04-26,Lapices,130,15
2024-04-26,Pasta Dental,397,45
2024-04-26,Guantes,74,55
2024-04-26,Cortauñas,117,25
2024-04-26,Peines,95,35
2024-04-26,Algodon,35,20
2024-04-26,Trapeador,40,95
2024-04-26,Suavizante,188,65
2024-04-26,Cargadores,12,85
2024-04-26,Curitas,43,25
2024-04-27,Maquillaje,37,95
2024-04-27,Curitas,115,25
2024-04-27,Enjuague Bucal,188,85
2024-04-27,Repelente de Insectos,44,55
2024-04-27,Trapeador,40,95
2024-04-27,Papel Higienico,370,35
2024-04-27,Toallas Femeninas,205,70
2024-04-27,Cubeta,12,150
2024-04-28,Velas,62,30
2024-04-28,Cortauñas,39,25
2024-04-28,Focos,49,35
2024-04-28,Aspirinas,68,35
2024-04-28,Cubeta,9,150
2024-04-28,Pasta Dental,269,45
2024-04-28,Peines,34,35
2024-04-28,Perfume,21,180
2024-04-28,Desodorante,938,100
2024-04-28,Maquillaje,53,95
2024-04-28,Cargadores,15,85
2024-04-28,Papel Higienico,471,35
2024-04-28,Vitaminas,35,125
2024-04-28,Cables USB,35,45
2024-04-28,Alcohol,25,30
2024-04-29,Cuadernos,86,45
2024-04-29,Sombreros,20,85
2024-04-29,Baterias,88,25
2024-04-29,Velas,78,30
2024-04-29,Focos,93,35
2024-04-29,Guantes de Limpieza,37,35
2024-04-29,Suavizante,67,65
2024-04-29,Alcohol,68,30
2024-04-29,Cables USB,16,45
2024-04-29,Detergente,82,75
2024-04-29,Ambientador,87,65
2024-04-29,Paraguas,13,120
2024-04-29,Pasta Dental,262,45
2024-04-29,Toallas Femeninas,210,70
2024-04-29,Brochas,67,45
2024-04-29,Curitas,104,25
2024-04-29,Algodon,104,20
2024-04-29,Peines,90,35
2024-04-29,Aspirinas,139,35
2024-04-29,Limpiavidrios,41,55
2024-04-29,Servilletas,499,20
2024-04-29,Cremas,330,120
2024-04-29,Bufandas,28,65
2024-04-29,Shampoo,680,100
2024-04-30,Detergente,147,75
2024-04-30,Calcetines,208,35
2024-04-30,Cuadernos,83,45
2024-04-30,Protectores Solares,22,95
2024-04-30,Limpiavidrios,62,55
2024-04-30,Alcohol,82,30
2024-04-30,Fosforos,98,8
2024-04-30,Paraguas,32,120
2024-05-01,Brochas,23,45
2024-05-01,Cables USB,45,45
2024-05-01,Paraguas,22,120
2024-05-01,Sombreros,32,85
2024-05-01,Cremas,347,120
2024-05-01,Mochilas,10,250
2024-05-01,Aspirinas,174,35
2024-05-01,Cinta Adhesiva,147,20
2024-05-01,Perfume,22,180
2024-05-01,Algodon,65,20
2024-05-01,Enjuague Bucal,85,85
2024-05-01,Limpiavidrios,49,55
2024-05-01,Fosforos,55,8
2024-05-01,Calcetines,286,35
2024-05-02,Algodon,75,20
2024-05-02,Papel Higienico,504,35
2024-05-02,Fosforos,107,8
2024-05-02,Cables USB,58,45
2024-05-02,Jabon,916,100
2024-05-02,Velas,79,30
2024-05-02,Toallas Femeninas,127,70
2024-05-03,Cortauñas,120,25
2024-05-03,Repelente de Insectos,22,55
2024-05-03,Sombreros,24,85
2024-05-03,Cargadores,23,85
2024-05-03,Cubeta,25,150
2024-05-03,Desodorante,705,100
2024-05-03,Guantes de Limpieza,54,35
2024-05-03,Cremas,384,120
2024-05-03,Trapeador,17,95
2024-05-03,Cables USB,57,45
2024-05-03,Toallas de Papel,583,25
2024-05-03,Cloro,87,40
2024-05-03,Aspirinas,169,35
2024-05-03,Enjuague Bucal,58,85
2024-05-03,Cepillo,276,50
2024-05-03,Cuadernos,168,45
2024-05-04,Tijeras,47,55
2024-05-04,Servilletas,180,20
2024-05-04,Guantes de Limpieza,53,35
2024-05-04,Aspirinas,176,35
2024-05-04,Toallas de Papel,242,25
2024-05-04,Papel Higienico,279,35
2024-05-04,Cuadernos,78,45
2024-05-04,Velas,60,30
2024-05-04,Maquillaje,36,95
2024-05-04,Algodon,89,20
2024-05-04,Repelente de Insectos,19,55
2024-05-04,Vitaminas,99,125
2024-05-04,Bufandas,46,65
2024-05-04,Condones,897,170
2024-05-04,Perfume,26,180
2024-05-04,Cremas,134,120
2024-05-04,Esponjas,150,15
2024-05-04,Enjuague Bucal,87,85
2024-05-04,Peines,29,35
2024-05-05,Focos,44,35
2024-05-05,Limpiavidrios,72,55
2024-05-05,Algodon,64,20
2024-05-05,Maquillaje,31,95
2024-05-05,Cuadernos,90,45
2024-05-05,Perfume,38,180
2024-05-06,Condones,623,170
2024-05-06,Vitaminas,89,125
2024-05-06,Paraguas,35,120
2024-05-06,Bufandas,61,65
2024-05-06,Sombreros,21,85
2024-05-06,Desinfectante,108,45
2024-05-06,Pasta Dental,268,45
2024-05-06,Detergente,165,75
2024-05-06,Baterias,43,25
2024-05-07,Servilletas,260,20
2024-05-07,Maquillaje,43,95
2024-05-07,Cuadernos,131,45
2024-05-07,Toallas Femeninas,343,70
2024-05-07,Limpiavidrios,49,55
2024-05-07,Detergente,254,75
2024-05-07,Paraguas,38,120
2024-05-07,Condones,803,170
2024-05-07,Enjuague Bucal,191,85
2024-05-07,Cortauñas,64,25
2024-05-07,Curitas,150,25
2024-05-07,Papel Higienico,718,35
2024-05-07,Perfume,37,180
2024-05-07,Brochas,77,45
2024-05-07,Fosforos,64,8
2024-05-07,Cepillo,113,50
2024-05-07,Guantes,46,55
2024-05-07,Aspirinas,140,35
2024-05-07,Repelente de Insectos,35,55
2024-05-08,Protectores Solares,26,95
2024-05-08,Algodon,65,20
2024-05-08,Pasta Dental,355,45
2024-05-08,Toallas de Papel,449,25
2024-05-08,Baterias,89,25
2024-05-08,Perfume,26,180
2024-05-09,Papel Higienico,500,35
2024-05-09,Tijeras,40,55
2024-05-09,Sombreros,44,85
2024-05-09,Jabon,320,100
2024-05-09,Enjuague Bucal,171,85
2024-05-09,Bufandas,39,65
2024-05-09,Condones,504,170
2024-05-09,Toallas de Papel,387,25
2024-05-09,Detergente,286,75
2024-05-09,Cuadernos,112,45
2024-05-09,Pasta Dental,164,45
2024-05-09,Velas,63,30
2024-05-09,Mochilas,17,250
2024-05-09,Protectores Solares,55,95
2024-05-09,Algodon,56,20
2024-05-09,Vitaminas,99,125
2024-05-10,Cuadernos,177,45
2024-05-10,Enjuague Bucal,159,85
2024-05-10,Cinta Adhesiva,52,20
2024-05-10,Cargadores,26,85
2024-05-10,Cremas,363,120
2024-05-10,Mochilas,6,250
2024-05-10,Aspirinas,77,35
2024-05-10,Cubeta,25,150
2024-05-10,Pasta Dental,236,45
2024-05-10,Papel Higienico,479,35
2024-05-10,Calcetines,286,35
2024-05-10,Toallas Femeninas,305,70
2024-05-10,Desinfectante,104,45
2024-05-10,Toallas de Papel,194,25
2024-05-10,Focos,96,35
2024-05-10,Alcohol,51,30
2024-05-11,Desinfectante,84,45
2024-05-11,Mochilas,8,250
2024-05-11,Esponjas,193,15
2024-05-11,Limpiavidrios,83,55
2024-05-11,Ambientador,30,65
2024-05-11,Tijeras,50,55
2024-05-11,Peines,53,35
2024-05-11,Maquillaje,25,95
2024-05-11,Aspirinas,196,35
2024-05-11,Baterias,60,25
2024-05-11,Papel Higienico,703,35
2024-05-12,Repelente de Insectos,58,55
2024-05-12,Bufandas,32,65
2024-05-12,Detergente,220,75
2024-05-12,Maquillaje,31,95
2024-05-12,Curitas,70,25
2024-05-12,Cuadernos,200,45
2024-05-12,Lapices,364,15
2024-05-12,Perfume,18,180
2024-05-12,Baterias,78,25
2024-05-12,Ambientador,25,65
2024-05-12,Mochilas,6,250
2024-05-12,Guantes de Limpieza,28,35
2024-05-12,Cables USB,37,45
2024-05-12,Vitaminas,33,125
2024-05-12,Enjuague Bucal,64,85
2024-05-13,Pasta Dental,80,45
2024-05-13,Guantes de Limpieza,61,35
2024-05-13,Espejos,37,75
2024-05-13,Lapices,349,15
2024-05-13,Focos,96,35
2024-05-13,Trapeador,57,95
2024-05-13,Maquillaje,54,95
2024-05-13,Sombreros,52,85
2024-05-13,Cubeta,18,150
2024-05-14,Bufandas,61,65
2024-05-14,Focos,74,35
2024-05-14,Peines,84,35
2024-05-14,Algodon,87,20
2024-05-14,Limpiavidrios,71,55
2024-05-14,Trapeador,56,95
2024-05-14,Fosforos,92,8
2024-05-14,Esponjas,66,15
2024-05-14,Paraguas,12,120
2024-05-14,Maquillaje,17,95
2024-05-14,Servilletas,409,20
2024-05-14,Cubeta,6,150
2024-05-14,Sombreros,43,85
2024-05-14,Tijeras,50,55
2024-05-14,Aspirinas,77,35
2024-05-14,Toallas Femeninas,356,70
2024-05-14,Vitaminas,96,125
2024-05-14,Escoba,16,120
2024-05-14,Cloro,139,40
2024-05-14,Cuadernos,190,45
2024-05-15,Desodorante,434,100
2024-05-15,Aspirinas,51,35
2024-05-15,Shampoo,105,100
2024-05-15,Peines,70,35
2024-05-15,Limpiavidrios,26,55
2024-05-15,Fosforos,70,8
2024-05-15,Repelente de Insectos,52,55
2024-05-15,Calcetines,101,35
2024-05-15,Condones,829,170
2024-05-15,Tijeras,48,55
2024-05-15,Velas,55,30
2024-05-16,Limpiavidrios,75,55
2024-05-16,Baterias,59,25
2024-05-16,Cables USB,16,45
2024-05-16,Paraguas,20,120
2024-05-16,Ambientador,96,65
2024-05-16,Protectores Solares,56,95
2024-05-16,Cargadores,16,85
2024-05-16,Fosforos,70,8
2024-05-16,Servilletas,186,20
2024-05-16,Enjuague Bucal,179,85
2024-05-16,Pasta Dental,291,45
2024-05-16,Focos,55,35
2024-05-16,Maquillaje,18,95
2024-05-17,Maquillaje,56,95
2024-05-17,Curitas,128,25
2024-05-17,Cinta Adhesiva,44,20
2024-05-17,Algodon,72,20
2024-05-17,Cubeta,20,150
2024-05-17,Suavizante,191,65
2024-05-17,Trapeador,30,95
2024-05-17,Cuadernos,62,45
2024-05-17,Papel Higienico,257,35
2024-05-17,Sombreros,40,85
2024-05-17,Cables USB,41,45
2024-05-17,Velas,49,30
2024-05-17,Escoba,28,120
2024-05-17,Protectores Solares,29,95
2024-05-17,Baterias,86,25
2024-05-17,Fosforos,46,8
2024-05-17,Cloro,114,40
2024-05-17,Shampoo,174,100
2024-05-17,Toallas de Papel,342,25
2024-05-17,Guantes,72,55
2024-05-17,Desinfectante,45,45
2024-05-17,Cargadores,14,85
2024-05-17,Alcohol,56,30
2024-05-18,Toallas Femeninas,401,70
2024-05-18,Sombreros,48,85
2024-05-18,Repelente de Insectos,17,55
2024-05-19,Papel Higienico,488,35
2024-05-19,Algodon,43,20
2024-05-19,Condones,686,170
2024-05-19,Brochas,35,45
2024-05-19,Tijeras,37,55
2024-05-19,Espejos,23,75
2024-05-20,Escoba,21,120
2024-05-20,Condones,688,170
2024-05-21,Guantes,67,55
2024-05-21,Shampoo,414,100
2024-05-21,Calcetines,107,35
2024-05-21,Brochas,61,45
2024-05-21,Ambientador,27,65
2024-05-21,Jabon,979,100
2024-05-21,Protectores Solares,44,95
2024-05-21,Sombreros,60,85
2024-05-22,Fosforos,50,8
2024-05-22,Papel Higienico,585,35
2024-05-22,Calcetines,97,35
2024-05-22,Protectores Solares,53,95
2024-05-23,Curitas,145,25
2024-05-23,Baterias,149,25
2024-05-23,Toallas Femeninas,133,70
2024-05-23,Enjuague Bucal,56,85
2024-05-24,Jabon,181,100
2024-05-24,Guantes,91,55
2024-05-24,Calcetines,298,35
2024-05-24,Cepillo,179,50
2024-05-24,Cargadores,27,85
2024-05-24,Suavizante,162,65
2024-05-24,Detergente,129,75
2024-05-25,Cinta Adhesiva,89,20
2024-05-25,Cepillo,185,50
2024-05-25,Fosforos,33,8
2024-05-25,Cortauñas,31,25
2024-05-25,Cargadores,21,85
2024-05-25,Tijeras,17,55
2024-05-25,Limpiavidrios,33,55
2024-05-25,Paraguas,39,120
2024-05-26,Alcohol,69,30
2024-05-26,Cortauñas,32,25
2024-05-26,Cubeta,23,150
2024-05-26,Baterias,106,25
2024-05-26,Desinfectante,100,45
2024-05-26,Cargadores,26,85
2024-05-26,Algodon,90,20
2024-05-26,Tijeras,23,55
2024-05-26,Trapeador,30,95
2024-05-26,Maquillaje,22,95
2024-05-26,Papel Higienico,269,35
2024-05-26,Pasta Dental,193,45
2024-05-26,Bufandas,24,65
2024-05-26,Cloro,83,40
2024-05-26,Limpiavidrios,66,55
2024-05-26,Cepillo,69,50
2024-05-26,Brochas,37,45
2024-05-26,Guantes de Limpieza,80,35
2024-05-26,Mochilas,7,250
2024-05-26,Protectores Solares,55,95
2024-05-26,Detergente,283,75
2024-05-26,Fosforos,82,8
2024-05-26,Toallas de Papel,346,25
2024-05-27,Ambientador,89,65
2024-05-27,Baterias,124,25
2024-05-27,Cloro,129,40
2024-05-27,Lapices,265,15
2024-05-27,Jabon,354,100
2024-05-27,Toallas de Papel,299,25
2024-05-27,Paraguas,39,120
2024-05-27,Algodon,39,20
2024-05-27,Cepillo,166,50
2024-05-27,Desodorante,789,100
2024-05-27,Fosforos,108,8
2024-05-27,Espejos,14,75
2024-05-27,Papel Higienico,203,35
2024-05-27,Esponjas,125,15
2024-05-27,Repelente de Insectos,19,55
2024-05-27,Mochilas,11,250
2024-05-27,Velas,62,30
2024-05-27,Shampoo,638,100
2024-05-27,Condones,504,170
2024-05-27,Trapeador,59,95
2024-05-27,Maquillaje,21,95
2024-05-27,Bufandas,21,65
2024-05-27,Suavizante,127,65
2024-05-27,Cubeta,11,150
2024-05-27,Guantes de Limpieza,38,35
2024-05-28,Curitas,69,25
2024-05-28,Focos,55,35
2024-05-28,Suavizante,42,65
2024-05-28,Condones,572,170
2024-05-28,Papel Higienico,337,35
2024-05-28,Peines,96,35
2024-05-28,Toallas Femeninas,220,70
2024-05-28,Espejos,17,75
2024-05-28,Fosforos,67,8
2024-05-28,Enjuague Bucal,199,85
2024-05-28,Escoba,47,120
2024-05-28,Cinta Adhesiva,62,20
2024-05-28,Mochilas,5,250
2024-05-28,Calcetines,180,35
2024-05-28,Cepillo,83,50
2024-05-28,Guantes,87,55
2024-05-28,Pasta Dental,271,45
2024-05-28,Vitaminas,92,125
2024-05-28,Servilletas,437,20
2024-05-28,Brochas,58,45
2024-05-28,Cortauñas,48,25
2024-05-29,Esponjas,190,15
2024-05-29,Cubeta,10,150
2024-05-29,Velas,42,30
2024-05-29,Trapeador,20,95
2024-05-29,Cremas,263,120
2024-05-29,Bufandas,68,65
2024-05-29,Enjuague Bucal,83,85
2024-05-29,Brochas,78,45
2024-05-29,Tijeras,21,55
2024-05-30,Trapeador,15,95
2024-05-30,Sombreros,41,85
2024-05-30,Perfume,20,180
2024-05-30,Paraguas,31,120
2024-05-30,Protectores Solares,70,95
2024-05-30,Lapices,248,15
2024-05-30,Velas,76,30
2024-05-30,Vitaminas,33,125
2024-05-30,Cepillo,98,50
2024-05-30,Curitas,128,25
2024-05-30,Cremas,211,120
2024-05-30,Shampoo,684,100
2024-05-30,Jabon,807,100
2024-05-30,Focos,91,35
2024-05-31,Focos,81,35
2024-05-31,Cinta Adhesiva,73,20
2024-05-31,Jabon,604,100
2024-05-31,Curitas,44,25
2024-05-31,Desodorante,529,100
2024-05-31,Calcetines,101,35
2024-05-31,Vitaminas,91,125
2024-05-31,Brochas,46,45
2024-05-31,Cubeta,21,150
2024-05-31,Enjuague Bucal,53,85
2024-05-31,Velas,71,30
2024-05-31,Papel Higienico,291,35
2024-05-31,Servilletas,145,20
2024-05-31,Cloro,58,40
2024-05-31,Perfume,29,180
2024-05-31,Guantes de Limpieza,27,35
2024-05-31,Paraguas,35,120
2024-05-31,Ambientador,78,65
2024-05-31,Lapices,221,15
2024-05-31,Alcohol,36,30
2024-05-31,Maquillaje,57,95
2024-06-01,Sombreros,39,85
2024-06-01,Cepillo,99,50
2024-06-01,Cremas,316,120
2024-06-01,Bufandas,69,65
2024-06-01,Cortauñas,100,25
2024-06-01,Servilletas,183,20
2024-06-01,Cinta Adhesiva,51,20
2024-06-01,Alcohol,65,30
2024-06-01,Fosforos,42,8
2024-06-01,Paraguas,20,120
2024-06-01,Calcetines,136,35
2024-06-01,Peines,71,35
2024-06-01,Detergente,281,75
2024-06-01,Suavizante,189,65
2024-06-01,Cables USB,17,45
2024-06-01,Espejos,14,75
2024-06-01,Mochilas,19,250
2024-06-01,Protectores Solares,39,95
2024-06-01,Papel Higienico,226,35
2024-06-01,Cuadernos,113,45
2024-06-01,Guantes,96,55
2024-06-02,Cuadernos,174,45
2024-06-02,Suavizante,116,65
2024-06-02,Cortauñas,65,25
2024-06-02,Cinta Adhesiva,54,20
2024-06-02,Ambientador,73,65
2024-06-02,Maquillaje,36,95
2024-06-02,Aspirinas,85,35
2024-06-03,Alcohol,53,30
2024-06-03,Brochas,71,45
2024-06-03,Trapeador,29,95
2024-06-03,Tijeras,37,55
2024-06-03,Velas,35,30
2024-06-03,Enjuague Bucal,102,85
2024-06-03,Cables USB,43,45
2024-06-03,Papel Higienico,553,35
2024-06-03,Cloro,102,40
2024-06-03,Sombreros,28,85
2024-06-03,Cinta Adhesiva,112,20
2024-06-03,Vitaminas,94,125
2024-06-03,Servilletas,446,20
2024-06-03,Paraguas,23,120
2024-06-03,Escoba,21,120
2024-06-03,Desinfectante,92,45
2024-06-03,Fosforos,107,8
2024-06-03,Ambientador,44,65
2024-06-03,Bufandas,68,65
2024-06-03,Condones,503,170
2024-06-03,Desodorante,334,100
2024-06-03,Guantes,28,55
2024-06-03,Cortauñas,113,25
2024-06-04,Protectores Solares,63,95
2024-06-04,Algodon,76,20
2024-06-04,Repelente de Insectos,22,55
2024-06-04,Cubeta,22,150
2024-06-04,Escoba,43,120
2024-06-05,Mochilas,9,250
2024-06-05,Jabon,742,100
2024-06-05,Calcetines,282,35
2024-06-05,Papel Higienico,750,35
2024-06-05,Espejos,36,75
2024-06-05,Desodorante,935,100
2024-06-05,Pasta Dental,332,45
2024-06-05,Guantes de Limpieza,78,35
2024-06-05,Bufandas,75,65
2024-06-05,Aspirinas,68,35
2024-06-05,Guantes,86,55
2024-06-06,Vitaminas,60,125
2024-06-06,Mochilas,11,250
2024-06-06,Shampoo,616,100
2024-06-06,Lapices,286,15
2024-06-06,Guantes de Limpieza,32,35
2024-06-06,Esponjas,145,15
2024-06-06,Toallas Femeninas,209,70
2024-06-06,Jabon,297,100
2024-06-06,Cremas,396,120
2024-06-06,Focos,92,35
2024-06-06,Calcetines,180,35
2024-06-06,Tijeras,17,55
2024-06-06,Limpiavidrios,29,55
2024-06-06,Baterias,103,25
2024-06-07,Cinta Adhesiva,81,20
2024-06-07,Baterias,124,25
2024-06-07,Guantes,44,55
2024-06-07,Paraguas,34,120
2024-06-07,Velas,20,30
2024-06-07,Cubeta,25,150
2024-06-07,Papel Higienico,674,35
2024-06-07,Fosforos,67,8
2024-06-07,Algodon,110,20
2024-06-08,Ambientador,40,65
2024-06-08,Curitas,132,25
2024-06-08,Tijeras,39,55
2024-06-08,Protectores Solares,62,95
2024-06-08,Cuadernos,175,45
2024-06-08,Perfume,27,180
2024-06-08,Baterias,114,25
2024-06-08,Vitaminas,52,125
2024-06-08,Bufandas,73,65
2024-06-08,Guantes de Limpieza,69,35
2024-06-08,Pasta Dental,338,45
2024-06-08,Cinta Adhesiva,46,20
2024-06-09,Fosforos,55,8
2024-06-09,Suavizante,185,65
2024-06-09,Peines,60,35
2024-06-09,Bufandas,22,65
2024-06-09,Vitaminas,87,125
2024-06-09,Toallas Femeninas,122,70
2024-06-09,Cremas,95,120
2024-06-09,Condones,864,170
2024-06-09,Pasta Dental,227,45
2024-06-09,Toallas de Papel,589,25
2024-06-09,Perfume,21,180
2024-06-09,Cinta Adhesiva,140,20
2024-06-09,Limpiavidrios,66,55
2024-06-09,Ambientador,37,65
2024-06-09,Espejos,31,75
2024-06-09,Paraguas,26,120
2024-06-09,Servilletas,106,20
2024-06-10,Detergente,257,75
2024-06-10,Escoba,25,120
2024-06-10,Bufandas,39,65
2024-06-10,Desinfectante,86,45
2024-06-11,Bufandas,44,65
2024-06-11,Repelente de Insectos,27,55
2024-06-11,Maquillaje,53,95
2024-06-11,Papel Higienico,579,35
2024-06-11,Guantes de Limpieza,48,35
2024-06-12,Toallas de Papel,423,25
2024-06-12,Cremas,160,120
2024-06-12,Condones,876,170
2024-06-12,Peines,81,35
2024-06-12,Focos,63,35
2024-06-12,Desodorante,197,100
2024-06-12,Perfume,39,180
2024-06-12,Toallas Femeninas,265,70
2024-06-13,Baterias,71,25
2024-06-13,Lapices,140,15
2024-06-13,Cubeta,23,150
2024-06-13,Escoba,41,120
2024-06-13,Enjuague Bucal,183,85
2024-06-13,Repelente de Insectos,59,55
2024-06-13,Trapeador,22,95
2024-06-13,Cepillo,100,50
2024-06-13,Esponjas,177,15
2024-06-13,Pasta Dental,286,45
2024-06-13,Ambientador,34,65
2024-06-13,Vitaminas,56,125
2024-06-14,Calcetines,220,35
2024-06-14,Paraguas,39,120
2024-06-14,Perfume,33,180
2024-06-14,Desinfectante,98,45
2024-06-14,Cremas,118,120
2024-06-14,Suavizante,42,65
2024-06-14,Ambientador,52,65
2024-06-14,Condones,995,170
2024-06-14,Focos,95,35
2024-06-14,Shampoo,578,100
2024-06-14,Detergente,78,75
2024-06-14,Fosforos,73,8
2024-06-14,Limpiavidrios,73,55
2024-06-14,Brochas,74,45
2024-06-14,Curitas,58,25
2024-06-14,Cubeta,8,150
2024-06-14,Sombreros,45,85
2024-06-14,Lapices,302,15
2024-06-14,Peines,50,35
2024-06-14,Alcohol,94,30
2024-06-15,Peines,53,35
2024-06-15,Perfume,27,180
2024-06-15,Servilletas,319,20
2024-06-15,Vitaminas,74,125
2024-06-15,Espejos,32,75
2024-06-15,Aspirinas,52,35
2024-06-15,Baterias,143,25
2024-06-15,Papel Higienico,237,35
2024-06-15,Cargadores,17,85
2024-06-15,Cloro,60,40
2024-06-15,Guantes de Limpieza,78,35
2024-06-15,Desodorante,557,100
2024-06-15,Pasta Dental,124,45
2024-06-15,Toallas de Papel,590,25
2024-06-15,Protectores Solares,26,95
2024-06-15,Cables USB,37,45
2024-06-15,Repelente de Insectos,17,55
2024-06-16,Baterias,106,25
2024-06-16,Fosforos,92,8
2024-06-16,Pasta Dental,366,45
2024-06-16,Protectores Solares,60,95
2024-06-16,Escoba,17,120
2024-06-16,Cargadores,39,85
2024-06-16,Paraguas,33,120
2024-06-16,Papel Higienico,607,35
2024-06-17,Vitaminas,73,125
2024-06-17,Limpiavidrios,73,55
2024-06-17,Brochas,31,45
2024-06-17,Toallas de Papel,205,25
2024-06-17,Cepillo,129,50
2024-06-17,Cubeta,13,150
2024-06-17,Cremas,119,120
2024-06-17,Jabon,938,100
2024-06-17,Focos,74,35
2024-06-17,Cargadores,40,85
2024-06-17,Condones,607,170
2024-06-17,Velas,53,30
2024-06-17,Curitas,150,25
2024-06-18,Paraguas,15,120
2024-06-18,Jabon,817,100
2024-06-18,Papel Higienico,722,35
2024-06-18,Toallas de Papel,588,25
2024-06-18,Desodorante,136,100
2024-06-18,Limpiavidrios,31,55
2024-06-19,Paraguas,15,120
2024-06-19,Ambientador,97,65
2024-06-19,Guantes,64,55
2024-06-19,Algodon,120,20
